,What's Going On This Month?,Workstream,MI2_Tracker_ID,Product Name,What to track?,Treatment,Sr. Level Technical Reviewer/Approver,DEC Submission (Y/N),MI Lead,FAB Lead,Link to Folder,Product Status,Production Timeline (No. of Months),% Completion,Due Date,Important Notes,Source,unique_id,xbva,Action Plan,Product #,LAC Lead,Output #,Work Plan,Meeting Notes,Catalogue of Mission Products,Mission Lead,Notes/Comments/Changes Needed,COVID-19 Updates,Task,"COR Approval 
Y/N",complete,ERP,MI2-Wide Tracker,MI2 BVA,Funding Source,MI2-Wide Tracker_x,Focal Area
187,,,"Peru Case Study on Plastic Marine Debris - further develop, update and refine",,,,,,,,,Production,10.0,80-89%,Apr,Case studies shared with USAID technical reviewers on March 12,buy_in_products,Product Name,LAC Buy-In Evidence Use and Generation,,,,,,,,,,,Evidence Use and Generation,N,,LAC Evid Use and Generat,LAC Buy-In Evidence Use and Generation,MI2 LAC Evidence Use and Generation,Buy-In,LAC Buy-In,BI-LAC
188,,,,,,,,,,,,,,,,,buy_in_products,Product Name,LAC Buy-In Business Processes & Integration (Geeta proposed to delete rows 8-10),,,,,,,,,,,Business Processes & Integration (Geeta proposed to delete rows 8-10),,,,,,,LAC Buy-In,BI-LAC
189,,,,,,,,,,,,,,,,,buy_in_products,Product Name,LAC Buy-In Capacity Development and Adult Learning,,,,,,,,,,,Capacity Development and Adult Learning,,,,,,,LAC Buy-In,BI-LAC
190,,,,,,,,,,,,,,,,,buy_in_products,Product Name,LAC Buy-In MI2 LAC Portfolio Learning and Adapting,,,,,,,,,,,MI2 LAC Portfolio Learning and Adapting,,,,,,,LAC Buy-In,BI-LAC
191,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Colombia Buy-In Task 1: Management,,,,,,,,,,,Task 1: Management,,,,,,,Colombia Buy-In,BI-COL
192,,,Amazon Activities Final Evaluation Report,,,,,,,,,Production,,35-79%,Mar,First draft sent to Mission on Feb 21,buy_in_products,Product Name,Colombia Buy-In Task 2: Conduct Amazon Activities Evaluation,,,,,,,,,,,Task 2: Conduct Amazon Activities Evaluation,Y,57.0,7.2.COL.Task2_Evaluation,Colombia Buy-In Task 2: Conduct Amazon Activities Evaluation,MI2_7.2.COL.Task2_Evaluation,Buy-In,Colombia Buy-In,BI-COL
193,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Colombia Buy-In Task 3: Provide input to Tropical Forest and Biodiversity Analysis,,,,,,,,,,,Task 3: Provide input to Tropical Forest and Biodiversity Analysis,,,,,,,Colombia Buy-In,BI-COL
194,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Colombia Buy-In Task 4: Contribute to the Scope of Work for Natural Resources Corruption Analysis,,,,,,,,,,,Task 4: Contribute to the Scope of Work for Natural Resources Corruption Analysis,,,,,,,Colombia Buy-In,BI-COL
195,,,Process Concept & Process Map Paper (2 Pages),,,,,,,,https://drive.google.com/drive/u/2/folders/1GgrNOOKjcPNn2eanljvLbXFRZtPR8PlI,Completed,,100%,Dec,The Mission completed the concept note and shared directly with FAB/Sara. Still waiting on guidance if MI2 needs to submit a formal COR deliverable email to Sara for this product.,buy_in_products,Product Name,Colombia Buy-In Task 5: Facilitate Activity Design Process,,,,,,,,,,,Task 5: Facilitate Activity Design Process,Y,100.0,7.5.COL.Task5_Design,Colombia Buy-In Task 5: Facilitate Activity Design Process,MI2_7.5.COL.Task5_Design,Buy-In,Colombia Buy-In,BI-COL
196,,,Contribute to draft technical requirements and evaluation criteria for new activities,,,,,,,,,No longer a deliverable,,,,Mission has not specified MI2 support yet for this Mission product.,buy_in_products,Product Name,Colombia Buy-In Task 5: Facilitate Activity Design Process,,,,,,,,,,,Task 5: Facilitate Activity Design Process,N,,7.5.COL.Task5_Design,Colombia Buy-In Task 5: Facilitate Activity Design Process,MI2_7.5.COL.Task5_Design,Buy-In,Colombia Buy-In,BI-COL
197,,,Nature-based tourism rapid assessment,,,,,,,,,Completed,,100%,Jan,,buy_in_products,Product Name,Colombia Buy-In Task 5: Facilitate Activity Design Process,,,,,,,,,,,Task 5: Facilitate Activity Design Process,N,100.0,7.5.COL.Task5_Design,Colombia Buy-In Task 5: Facilitate Activity Design Process,MI2_7.5.COL.Task5_Design,Buy-In,Colombia Buy-In,BI-COL
198,,,No FY20 tasks,,,,,,,,,,,,,No progress in FY20. On hold until FY21,buy_in_products,Product Name,Madagascar Buy-In TASK A: Update CCP MEL Plan,,,,,,,,,,,TASK A: Update CCP MEL Plan,N,,,Madagascar Buy-In TASK A: Update CCP MEL Plan,IGNORE,Buy-In,Madagascar Buy-In,BI-MAD
199,,,Summary document (max 3 pages) listing key components of CCP learning agenda,,,,,,,,Task B folder,Completed,3.0,100%,Jan,"submitted Jan 15, approved shortly thereafter",buy_in_products,Product Name,Madagascar Buy-In TASK B: Support CCP CLA,,,,,,,,,,,TASK B: Support CCP CLA,N,100.0,6.1.MAD.TaskB_AM,Madagascar Buy-In TASK B: Support CCP CLA,MI2_6.1.MAD.TaskB_AM,Buy-In,Madagascar Buy-In,BI-MAD
200,,,PaR Advanced coaches training materials,,,,,,,,,Production,4.0,0-24%,Apr,Training will be held in April,buy_in_products,Product Name,Madagascar Buy-In TASK B: Support CCP CLA,,,,,,,,,,,TASK B: Support CCP CLA,N,12.0,6.1.MAD.TaskB_AM,Madagascar Buy-In TASK B: Support CCP CLA,MI2_6.1.MAD.TaskB_AM,Buy-In,Madagascar Buy-In,BI-MAD
201,,,"PaR Facilitation methodology, workshop materials and detailed agenda",,,,,,,,,Production,2.0,0-24%,Apr,,buy_in_products,Product Name,Madagascar Buy-In TASK B: Support CCP CLA,,,,,,,,,,,TASK B: Support CCP CLA,N,12.0,6.1.MAD.TaskB_AM,Madagascar Buy-In TASK B: Support CCP CLA,MI2_6.1.MAD.TaskB_AM,Buy-In,Madagascar Buy-In,BI-MAD
202,,,PaR Workshop Report *,,,,,,,,,Production,,,Aug,Link to updated FY20 work plan,buy_in_products,Product Name,Madagascar Buy-In TASK B: Support CCP CLA,,,,,,,,,,,TASK B: Support CCP CLA,Y,,6.1.MAD.TaskB_AM,Madagascar Buy-In TASK B: Support CCP CLA,MI2_6.1.MAD.TaskB_AM,Buy-In,Madagascar Buy-In,BI-MAD
203,,,Summary CLA baseline results report *,,,,,,,,,Scoping,,,Sep,,buy_in_products,Product Name,Madagascar Buy-In TASK B: Support CCP CLA,,,,,,,,,,,TASK B: Support CCP CLA,Y,,6.1.MAD.TaskB_AM,Madagascar Buy-In TASK B: Support CCP CLA,MI2_6.1.MAD.TaskB_AM,Buy-In,Madagascar Buy-In,BI-MAD
204,,,Draft HH Survey Report,,,,,,,,Task C folder,Completed,3.0,100%,Jan,Submitted Jan 31,buy_in_products,Product Name,Madagascar Buy-In TASK C: Support Performance Monitoring,,,,,,,,,,,TASK C: Support Performance Monitoring,Y,100.0,6.1.MAD.TaskC_HHSurvey,Madagascar Buy-In TASK C: Support Performance Monitoring,MI2_6.1.MAD.TaskC_HHSurvey,Buy-In,Madagascar Buy-In,BI-MAD
205,,,Final Survey Report,,,,,,,,,Completed,2.0,100%,Mar,Approved April 2020,buy_in_products,Product Name,Madagascar Buy-In TASK C: Support Performance Monitoring,,,,,,,,,,,TASK C: Support Performance Monitoring,N,100.0,6.1.MAD.TaskC_HHSurvey,Madagascar Buy-In TASK C: Support Performance Monitoring,MI2_6.1.MAD.TaskC_HHSurvey,Buy-In,Madagascar Buy-In,BI-MAD
206,,,Summary Survey Report (French),,,,,,,,,Production,1.0,80-89%,May,This is a translation of the executive summary from the final report.,buy_in_products,Product Name,Madagascar Buy-In TASK C: Support Performance Monitoring,,,,,,,,,,,TASK C: Support Performance Monitoring,N,,6.1.MAD.TaskC_HHSurvey,Madagascar Buy-In TASK C: Support Performance Monitoring,MI2_6.1.MAD.TaskC_HHSurvey,Buy-In,Madagascar Buy-In,BI-MAD
207,,,Brief report summarizing inputs to two activity designs,,,,,,,,,Scoping,3.0,0-24%,Jun,TDY predicted for June,buy_in_products,Product Name,Madagascar Buy-In TASK E: Project and Activity Design,,,,,,,,,,,TASK E: Project and Activity Design,Y,12.0,6.1.MAD.TaskE_Design,Madagascar Buy-In TASK E: Project and Activity Design,MI2_6.1.MAD.TaskE_Design,Buy-In,Madagascar Buy-In,BI-MAD
208,,,Identify strategic approaches to achieve activity purpose /develop TOC,,,,,,,,,Scoping,3.0,0-24%,Jul,"Not sure this will remain a deliverable
",buy_in_products,Product Name,Madagascar Buy-In TASK E: Project and Activity Design,,,,,,,,,,,TASK E: Project and Activity Design,Y,12.0,6.1.MAD.TaskE_Design,Madagascar Buy-In TASK E: Project and Activity Design,MI2_6.1.MAD.TaskE_Design,Buy-In,Madagascar Buy-In,BI-MAD
209,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Madagascar Buy-In Management and oversight,,,,,,,,,,,Management and oversight,,,6.1.MAD.Management,Madagascar Buy-In Management and oversight,MI2_6.1.MAD.Management,Buy-In,Madagascar Buy-In,BI-MAD
210,,,Draft Assessment Report,,,,,,,,here,Clearance,,90-95%,,,buy_in_products,Product Name,Nepal Buy-In TASK A: NRM Portfolio Assessment,,,,,,,,,,,TASK A: NRM Portfolio Assessment,Y,,11.0.Nepal_BuyIn,Nepal Buy-In TASK A: NRM Portfolio Assessment,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
211,,,Final Assessment Report,,,,,,,,NRM Portfolio Assessment,Completed,8.0,100%,Jan,Approved by COR on 1/29/20. Product includes SBU and PII,buy_in_products,Product Name,Nepal Buy-In TASK A: NRM Portfolio Assessment,,,,,,,,,,,TASK A: NRM Portfolio Assessment,Y,100.0,11.0.Nepal_BuyIn,Nepal Buy-In TASK A: NRM Portfolio Assessment,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
212,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Nepal Buy-In TASK B: Activity Design and Procurement Support,,,,,,,,,,,TASK B: Activity Design and Procurement Support,,,11.0.Nepal_BuyIn,Nepal Buy-In TASK B: Activity Design and Procurement Support,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
213,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Nepal Buy-In TASK C: Activity Start-Up,,,,,,,,,,,TASK C: Activity Start-Up,,,11.0.Nepal_BuyIn,Nepal Buy-In TASK C: Activity Start-Up,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
214,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Nepal Buy-In TASK D: Pause and Reflect,,,,,,,,,,,TASK D: Pause and Reflect,,,11.0.Nepal_BuyIn,Nepal Buy-In TASK D: Pause and Reflect,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
215,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Nepal Buy-In TASK E: Staff and Support Adaptive Management,,,,,,,,,,,TASK E: Staff and Support Adaptive Management,,,11.0.Nepal_BuyIn,Nepal Buy-In TASK E: Staff and Support Adaptive Management,MI2_11.0.Nepal_BuyIn,Buy-In,Nepal Buy-In,BI-NEPAL
216,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Peru Buy-In Task 1. New Activity Design,,,,,,,,,,,Task 1. New Activity Design,,,,,,,Peru Buy-In,BI-PERU
217,,,Workshop Reports,,,,,,,,Task 1-3 ,Scoping,1.0,,,,buy_in_products,Product Name,Peru Buy-In Task 2. Start-up Workshops,,,,,,,,,,,Task 2. Start-up Workshops,N,,9.2.PERU.Task2_StartUp,Peru Buy-In Task 2. Start-up Workshops,MI2_9.2.PERU.Task2_StartUp,Buy-In,Peru Buy-In,BI-PERU
218,,,Workshop Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,Peru Buy-In Task 2. Start-up Workshops,,,,,,,,,,,Task 2. Start-up Workshops,N,,9.2.PERU.Task2_StartUp,Peru Buy-In Task 2. Start-up Workshops,MI2_9.2.PERU.Task2_StartUp,Buy-In,Peru Buy-In,BI-PERU
219,,,Workshop Reports,,,,,,,,Task 1-3 ,Scoping,1.0,,,,buy_in_products,Product Name,Peru Buy-In Task 3 Pause and Reflect,,,,,,,,,,,Task 3 Pause and Reflect,N,,9.3.PERU.Task3_PauseRefl,Peru Buy-In Task 3 Pause and Reflect,MI2_9.3.PERU.Task3_PauseReflect,Buy-In,Peru Buy-In,BI-PERU
220,,,Workshop Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,Peru Buy-In Task 3 Pause and Reflect,,,,,,,,,,,Task 3 Pause and Reflect,N,,9.3.PERU.Task3_PauseRefl,Peru Buy-In Task 3 Pause and Reflect,MI2_9.3.PERU.Task3_PauseReflect,Buy-In,Peru Buy-In,BI-PERU
221,,,Annual Performance Report Draft,,,,,,,,Task 4,Scoping,4.0,,,Due November 2020 - FY21 Q1,buy_in_products,Product Name,Peru Buy-In Task 4. Monitoring,,,,,,,,,,,Task 4. Monitoring,N,,9.4.PERU.Task4_Monitoring,Peru Buy-In Task 4. Monitoring,MI2_9.4.PERU.Task4_Monitoring,Buy-In,Peru Buy-In,BI-PERU
222,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Peru Buy-In Task 5a. Evaluation,,,,,,,,,,,Task 5a. Evaluation,,,9.5.PERU.Task5_EvalLearn,Peru Buy-In Task 5a. Evaluation,MI2_9.5.PERU.Task5_EvaluationLearning,Buy-In,Peru Buy-In,BI-PERU
223,,,Forestry Program Coordination workshop report,,,,,,,,Forestry Program Folder,,,,,,buy_in_products,Product Name,Peru Buy-In Task 5b. Learning,,,,,,,,,,,Task 5b. Learning,N,,9.7.PERU.Task7_Management,Peru Buy-In Task 5b. Learning,MI2_9.5.PERU.Task5_EvaluationLearning,Buy-In,Peru Buy-In,BI-PERU
224,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Peru Buy-In Task 6. Amazon Vision Reporting,,,,,,,,,,,Task 6. Amazon Vision Reporting,,,,Peru Buy-In Task 6. Amazon Vision Reporting,IGNORE,Buy-In,Peru Buy-In,BI-PERU
225,,,"Meeting notes, reporting, work planning",,,,,,,,Task 7,,,,,,buy_in_products,Product Name,Peru Buy-In Task 7. Management,,,,,,,,,,,Task 7. Management,,,,Peru Buy-In Task 7. Management,MI2_9.7.PERU.Task7_Management,Buy-In,Peru Buy-In,BI-PERU
226,,,"Inptu to design (Situation Model, Results Chains)",,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,AREP Buy-In Task 1. New Activity Design,,,,,,,,,,,Task 1. New Activity Design,N,,,,,,AREP Buy-In,BI-SAR
227,,,Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,AREP Buy-In Task 2. Start-up Workshops,,,,,,,,,,,Task 2. Start-up Workshops,N,,,,,,AREP Buy-In,BI-SAR
228,,,Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,AREP Buy-In Task 2. Start-up Workshops,,,,,,,,,,,Task 2. Start-up Workshops,N,,,,,,AREP Buy-In,BI-SAR
229,,,Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,AREP Buy-In Task 3 Pause and Reflect,,,,,,,,,,,Task 3 Pause and Reflect,N,,,,,,AREP Buy-In,BI-SAR
230,,,Reports,,,,,,,,Task 1-3 ,,,,,,buy_in_products,Product Name,AREP Buy-In Task 3 Pause and Reflect,,,,,,,,,,,Task 3 Pause and Reflect,N,,,,,,AREP Buy-In,BI-SAR
231,,,Annual Performance Report for AREP,,,,,,,,Task 4,,,,,6.17.2020:Drafting will initiate in FY20 Q4. The report will be completed in FY21.,buy_in_products,Product Name,AREP Buy-In Task 4. Monitoring,,,,,,,,,,,Task 4. Monitoring,Y,,,,,,AREP Buy-In,BI-SAR
232,,,,,,,,,,,,,,,,,buy_in_products,Product Name,AREP Buy-In Task 5a. Evaluation,,,,,,,,,,,Task 5a. Evaluation,,,,,,,AREP Buy-In,BI-SAR
233,,,Amazon Vision Learning Agenda,,,,,,,,Task 5,,,,,"6.17.2020:On-going, but further guidance is needed from the SAR/AREP team to determine if they want to pursue a new learning agenda.",buy_in_products,Product Name,AREP Buy-In Task 5b. Learning,,,,,,,,,,,Task 5b. Learning,Y,,,,,,AREP Buy-In,BI-SAR
234,,,Learning Agenda Evidence Synopsis,,,,,,,,Task 5,,,,,6.17.2020: An synopsis for internal use was submitted to the Mission in November 2019.,buy_in_products,Product Name,AREP Buy-In Task 5b. Learning,,,,,,,,,,,Task 5b. Learning,Y,,,,,,AREP Buy-In,BI-SAR
235,,,Learning Agenda Evidence Synthesis [not pursued in FY2020],,,,,,,,Task 5,,,,,"6.17.2020: This product was tentative in the Work Plan, and was not pursued in FY20.",buy_in_products,Product Name,AREP Buy-In Task 5b. Learning,,,,,,,,,,,Task 5b. Learning,Y,,,,,,AREP Buy-In,BI-SAR
236,,,Amazon Vision Annual Report,,,,,,,,Task 6,Review,6.0,35-79%,Sep,7.1.2020: First draft submitted to USAID for technical review. Input due by July 14th. We are hoping to submit a draft before the end of the fiscal year.,buy_in_products,Product Name,AREP Buy-In Task 6. Amazon Vision Reporting,,,,,,,,,,,Task 6. Amazon Vision Reporting,Y,57.0,,,,,AREP Buy-In,BI-SAR
237,,,"Meeting notes, coordination, work planning",,,,,,,,Task 7,,,,,,buy_in_products,Product Name,AREP Buy-In Task 7. Management,,,,,,,,,,,Task 7. Management,,,,,,,AREP Buy-In,BI-SAR
238,,,"Activity Design Workshop agenda, facilitator, and draft technical products (SM and TCs)",,,,,,,,,Scoping,9.0,35-79%,Sep,,buy_in_products,Product Name,CDP Buy-In Task A - Support Activity Design,,,,,,,,,,,Task A - Support Activity Design,Y,57.0,12.0.CDP_BuyIn,CDP Buy-In Task A - Support Activity Design,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
239,,,"Activity Start-Up Workshop agenda, facilitator, and draft technical products (SM and TCs)",,,,,,,,,Scoping,12.0,0-24%,,Most likey FY21,buy_in_products,Product Name,CDP Buy-In Task B - Facilitate Start-Up Workshops,,,,,,,,,,,Task B - Facilitate Start-Up Workshops,Y,12.0,12.0.CDP_BuyIn,CDP Buy-In Task B - Facilitate Start-Up Workshops,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
240,,,"Activity Start-Up Workshop agenda, facilitator, and draft technical products (SM and TCs)",,,,,,,,,Scoping,12.0,0-24%,,Most likey FY21,buy_in_products,Product Name,CDP Buy-In Task B - Facilitate Start-Up Workshops,,,,,,,,,,,Task B - Facilitate Start-Up Workshops,Y,12.0,12.0.CDP_BuyIn,CDP Buy-In Task B - Facilitate Start-Up Workshops,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
241,,,"Activity Start-Up Workshop agenda, facilitator, and draft technical products (SM and TCs)",,,,,,,,,Scoping,12.0,0-24%,,Most likey FY21,buy_in_products,Product Name,CDP Buy-In Task B - Facilitate Start-Up Workshops,,,,,,,,,,,Task B - Facilitate Start-Up Workshops,Y,12.0,12.0.CDP_BuyIn,CDP Buy-In Task B - Facilitate Start-Up Workshops,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
242,,,"Activity Start-Up Workshop agenda, facilitator, and draft technical products (SM and TCs)",,,,,,,,,Scoping,12.0,0-24%,,Most likey FY21,buy_in_products,Product Name,CDP Buy-In Task B - Facilitate Start-Up Workshops,,,,,,,,,,,Task B - Facilitate Start-Up Workshops,Y,12.0,12.0.CDP_BuyIn,CDP Buy-In Task B - Facilitate Start-Up Workshops,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
243,,,,,,,,,,,,,,,,,buy_in_products,Product Name,CDP Buy-In Task C - MEL Support,,,,,,,,,,,Task C - MEL Support,,,12.0.CDP_BuyIn,CDP Buy-In Task C - MEL Support,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
244,,,,,,,,,,,,,,,,,buy_in_products,Product Name,CDP Buy-In Task D - Facilitate Pause and Reflect Workshops,,,,,,,,,,,Task D - Facilitate Pause and Reflect Workshops,,,12.0.CDP_BuyIn,CDP Buy-In Task D - Facilitate Pause and Reflect Workshops,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
245,,,,,,,,,,,,,,,,,buy_in_products,Product Name,CDP Buy-In  TASK E: Staff and Support Adaptive Management,,,,,,,,,,, TASK E: Staff and Support Adaptive Management,,,12.0.CDP_BuyIn,CDP Buy-In  TASK E: Staff and Support Adaptive Management,MI2_12.0.CDP_BuyIn,Buy-In,CDP Buy-In,BI-CDP
246,,,Situation Model and Results Framework,,,,,,,,,Production,,80-89%,,Situation model and results framework were developed in FY19; its not yet clear if MI2 will continue to refine these products with the Mission and LAC in FY20.Still TBD though unlikely to still be a deliverable (MI2 supported a different product),buy_in_products,Product Name,Mexico Buy-In Mexico Sustainable Landscapes Design,,,,,,,,,,,Mexico Sustainable Landscapes Design,Y,,10.0.MEX_BuyIn,Mexico Buy-In Mexico Sustainable Landscapes Design,MI2_10.0.MEX_BuyIn,Buy-In,Mexico Buy-In,BI-MEX
247,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Mozambique Buy-In Mexico Sustainable Landscapes Design,,,,,,,,,,,Mexico Sustainable Landscapes Design,,,,,,,Mozambique Buy-In,IGNORE
248,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Mozambique Buy-In Mexico Sustainable Landscapes Design,,,,,,,,,,,Mexico Sustainable Landscapes Design,,,,,,,Mozambique Buy-In,IGNORE
249,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Mozambique Buy-In Mexico Sustainable Landscapes Design,,,,,,,,,,,Mexico Sustainable Landscapes Design,,,,,,,Mozambique Buy-In,IGNORE
250,,,CARPE Regional Strategy,,,,,,,,,Production,,0-24%,,Started up in March 2020,buy_in_products,Product Name,CARPE Buy-in Regional Project Design,,,,,,,,,,,Regional Project Design,,12.0,BI-CARPE,CARPE Buy-in Regional Project Design,IGNORE,Buy-In,,
251,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Liberia Buy-In Regional Project Design,,,,,,,,,,,Regional Project Design,,,,,,,Liberia Buy-In,IGNORE
252,,,,,,,,,,,,,,,,,buy_in_products,Product Name,Africa Bureau Buy-In Regional Project Design,,,,,,,,,,,Regional Project Design,,,,,,,Africa Bureau Buy-In,IGNORE
253,,,,,,,,,,,,,,,,,buy_in_products,Product Name,East Africa Buy-In Regional Project Design,,,,,,,,,,,Regional Project Design,,,,,,,East Africa Buy-In,IGNORE
